intensity	intU	qVal
2365.5657	17.403782	2.1875
2338.5469	33.7733	2.1900001
2310.2563	3.6241436	2.1925001
2412.4275	49.499001	2.1949999
2303.6736	20.812132	2.1975
2410.239	31.221924	2.2
2387.3379	7.3229074	2.2025001
2422.5063	9.7296419	2.2049999
2329.1755	73.659904	2.2075
2286.1113	8.3465471	2.21
2379.4944	12.263968	2.2125001
2378.7258	57.510132	2.2149999
2317.9319	30.986347	2.2175
2385.2449	40.102737	2.22
2294.3215	16.989466	2.2225001
2345.0015	39.901775	2.2249999
2404.4485	15.585299	2.2275
2269.6902	10.674518	2.23
2340.4138	15.334373	2.2325001
2262.2029	34.289738	2.2349999
2316.3052	52.816864	2.2375
2220.0144	23.524565	2.24
2254.1912	16.385855	2.2425001
2282.0828	30.431837	2.2449999
2253.7834	109.02522	2.2474999
2293.8259	26.773767	2.25
2254.3015	12.601769	2.2525001
2260.7866	72.511528	2.2550001
2212.6421	18.862904	2.2574999
2295.5532	28.522512	2.26
2154.3218	47.547504	2.2625
2236.2446	80.534081	2.2650001
2228.2126	108.87752	2.2674999
2267.8394	50.137554	2.27
2249.7354	82.257317	2.2725
2147.759	20.560781	2.2750001
2221.9509	12.194282	2.2774999
2163.1812	34.425175	2.28
2174.9666	67.065788	2.2825
2099.2559	3.4357333	2.2850001
2132.1709	31.429625	2.2874999
2131.5647	56.61932	2.29
2160.3162	24.397779	2.2925
2163.0217	13.989841	2.2950001
2187.2839	23.788218	2.2974999
2131.0945	4.6318636	2.3
2253.1235	53.956547	2.3025
2049.9731	8.0457344	2.3050001
2191.5652	21.306513	2.3074999
2169.3416	49.125282	2.3099999
2158.3481	60.828217	2.3125
2178.6882	16.924057	2.3150001
2156.6375	46.950706	2.3175001
2116.3748	102.1457	2.3199999
2088.6904	7.2591124	2.3225
2126.2207	57.909054	2.325
2175.1326	5.109849	2.3275001
2159.4373	46.405602	2.3299999
2155.3918	17.248423	2.3325
2119.1873	19.067272	2.335
2104.5417	7.2333884	2.3375001
2066.4587	72.421471	2.3399999
2135.4727	64.024033	2.3425
2119.189	1.310195	2.345
2109.6929	31.108236	2.3475001
2107.6565	0.75624132	2.3499999
2051.3291	12.658207	2.3525
2111.2236	10.959005	2.355
2002.334	26.304213	2.3575001
2079.0591	51.093708	2.3599999
2041.5438	56.908276	2.3625
1919.6061	48.750885	2.365
2030.7965	72.756088	2.3675001
2057.1672	2.3699477	2.3699999
1978.0844	32.828079	2.3724999
2023.8009	43.685215	2.375
2032.3059	12.946954	2.3775001
1948.8684	21.619839	2.3800001
1949.0078	5.8153949	2.3824999
2109.2207	40.547512	2.385
2024.4548	39.595657	2.3875
2012.3654	23.531403	2.3900001
1940.7872	8.6818247	2.3924999
1968.0394	0.09719196	2.395
1992.6262	13.025423	2.3975
1939.4974	56.4095	2.4000001
1982.71	101.92653	2.4024999
1934.2213	32.513428	2.405
1995.1625	45.880756	2.4075
2031.4657	13.057555	2.4100001
1975.578	19.142738	2.4124999
1922.7385	58.55106	2.415
1959.3253	44.952522	2.4175
1921.5228	31.309828	2.4200001
1830.8615	21.65662	2.4224999
1890.6698	28.508022	2.425
1875.8328	25.341572	2.4275
1858.0302	51.787777	2.4300001
1865.3444	41.332825	2.4324999
1896.5938	16.383051	2.4349999
1900.6937	23.224609	2.4375
1934.3969	7.0440173	2.4400001
1913.4622	13.202152	2.4425001
1839.964	17.674089	2.4449999
1880.2749	4.2489629	2.4475
1876.1301	2.6681261	2.45
1816.0747	28.66873	2.4525001
1902.3271	106.36884	2.4549999
1873.0896	20.134119	2.4575
1861.5675	34.988304	2.46
1852.615	4.0688009	2.4625001
1829.2849	40.430618	2.4649999
1884.3705	59.779755	2.4675
1732.0264	36.515457	2.47
1865.0861	46.219856	2.4725001
1835.5265	25.406469	2.4749999
1714.7031	117.52119	2.4775
1849.2965	8.5993404	2.48
1857.1466	50.39278	2.4825001
1830.2516	20.016518	2.4849999
1815.8944	33.182831	2.4875
1797.223	83.347313	2.49
1803.921	69.880539	2.4925001
1768.7023	35.258129	2.4949999
1818.2131	39.739841	2.4974999
1756.1509	24.732767	2.5
